0.15199,0,0
0.15112,2.6821e-06,0.00086312
0.15026,5.6422e-06,0.0017257
0.1494,8.9356e-06,0.0025876
0.14854,1.2634e-05,0.0034487
0.14768,1.6831e-05,0.0043088
0.14682,2.1655e-05,0.0051676
0.14596,2.7283e-05,0.0060248
0.14511,3.397e-05,0.0068799
0.14425,4.2095e-05,0.0077322
0.14341,5.2257e-05,0.0085803
0.14256,6.5467e-05,0.0094224
0.14173,8.3593e-05,0.010255
0.14092,0.00011062,0.011069
0.14014,0.00015725,0.011844
0.1395,0.00027216,0.012483
0.14837,0.0051376,0.0036206
0.15056,0.0066697,0.0014249
0.15132,0.007483,0.00066681
0.15164,0.0080788,0.00034374
0.1518,0.0085897,0.00019052
0.15187,0.0090631,0.00011206
0.15192,0.0095188,6.9314e-05
0.15194,0.0099653,4.4787e-05
0.15196,0.010407,3.0065e-05
0.15197,0.010846,2.0875e-05
