5.065e+11,4.7378e+11,7.8e+15,0,0,0,0,0,0
4.9461e+11,4.6266e+11,7.5737e+15,1.2574e+11,0.73116,0.36559,8.6711e-12,5.4636e-06,0
4.8219e+11,4.5105e+11,7.3414e+15,2.5786e+11,1.4619,0.73093,3.689e-11,1.1269e-05,0
4.6919e+11,4.3889e+11,7.1025e+15,3.9737e+11,2.192,1.096,8.8616e-11,1.7466e-05,0
4.5554e+11,4.2612e+11,6.8561e+15,5.4548e+11,2.9214,1.4607,1.6893e-10,2.4115e-05,0
4.4115e+11,4.1266e+11,6.6011e+15,7.0375e+11,3.65,1.825,2.8446e-10,3.1293e-05,0
4.2592e+11,3.9841e+11,6.3362e+15,8.742e+11,4.3776,2.1888,4.4409e-10,3.91e-05,0
4.0972e+11,3.8326e+11,6.0596e+15,1.0595e+12,5.1037,2.5519,6.6001e-10,4.7667e-05,0
3.9238e+11,3.6704e+11,5.7692e+15,1.2633e+12,5.8281,2.9141,9.4948e-10,5.7172e-05,0
3.7368e+11,3.4955e+11,5.4619e+15,1.4909e+12,6.55,3.2751,1.338e-09,6.7869e-05,0
3.533e+11,3.3048e+11,5.1337e+15,1.7499e+12,7.2685,3.6343,1.8651e-09,8.0129e-05,0
3.3078e+11,3.0941e+11,4.7782e+15,2.0525e+12,7.9818,3.991,2.5962e-09,9.454e-05,0
3.0538e+11,2.8566e+11,4.3855e+15,2.4195e+12,8.6868,4.3435,3.6504e-09,0.0001121,0
2.7581e+11,2.5799e+11,3.9381e+15,2.8917e+12,9.3767,4.6884,5.2746e-09,0.00013475,0
2.3929e+11,2.2383e+11,3.3979e+15,3.5665e+12,10.033,5.0168,8.1123e-09,0.00016711,0
1.8673e+11,1.7467e+11,2.6394e+15,4.8168e+12,10.574,5.2873,1.4933e-08,0.00022673,0
2.3146e+10,2.1651e+10,3.4796e+14,1.1271e+13,3.067,1.5335,7.2283e-08,0.00049884,0
1.2744e+10,1.1921e+10,1.9442e+14,8.0562e+12,1.207,0.60353,3.5862e-08,0.00035136,0
8.2306e+09,7.699e+09,1.262e+14,5.8375e+12,0.56486,0.28244,1.864e-08,0.00025332,0
5.6874e+09,5.3201e+09,8.7387e+13,4.3549e+12,0.29118,0.1456,1.033e-08,0.00018858,0
4.1064e+09,3.8412e+09,6.3159e+13,3.3431e+12,0.16139,0.080701,6.0751e-09,0.00014462,0
3.0659e+09,2.8679e+09,4.718e+13,2.6336e+12,0.094923,0.047465,3.7661e-09,0.00011386,0
2.3529e+09,2.2009e+09,3.6218e+13,2.1228e+12,0.058716,0.029361,2.4453e-09,9.175e-05,0
1.8485e+09,1.7291e+09,2.8458e+13,1.7459e+12,0.037939,0.018972,1.6536e-09,7.5449e-05,0
1.4821e+09,1.3863e+09,2.2819e+13,1.4619e+12,0.025469,0.012736,1.159e-09,6.3165e-05,0
1.2097e+09,1.1316e+09,1.8627e+13,1.2435e+12,0.017683,0.008843,8.3848e-10,5.3727e-05,0
